"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 00:51:55 GMT 2023","Thu Apr 27 00:51:55 GMT 2023","674","","Mercado Libre Departments","","","","should contain departments",""
"passed","Thu Apr 27 00:51:22 GMT 2023","Thu Apr 27 00:51:24 GMT 2023","2927","","Add Products to shopping cart ","","","","Click on the Random Add to Cart buton from inventory",""
"passed","Thu Apr 27 00:51:36 GMT 2023","Thu Apr 27 00:51:36 GMT 2023","276","","Login tests ","","","","Login with empty username and password fields",""
"failed","Thu Apr 27 00:51:43 GMT 2023","Thu Apr 27 00:51:48 GMT 2023","5282","","Login tests ","","","","Login with username in upper case",""
"passed","Thu Apr 27 00:51:25 GMT 2023","Thu Apr 27 00:51:26 GMT 2023","1562","","Add Products to shopping cart ","","","","Click on the Remove Button from Cart Page",""
"passed","Thu Apr 27 00:51:37 GMT 2023","Thu Apr 27 00:51:37 GMT 2023","600","","Login tests ","","","","Login with valid username and empty password",""
"passed","Thu Apr 27 00:51:33 GMT 2023","Thu Apr 27 00:51:34 GMT 2023","1114","","Login tests ","","","","Login with invalid username and password",""
"passed","Thu Apr 27 00:51:36 GMT 2023","Thu Apr 27 00:51:37 GMT 2023","577","","Login tests ","","","","Login with empty username and valid password",""
"passed","Thu Apr 27 00:51:35 GMT 2023","Thu Apr 27 00:51:36 GMT 2023","945","","Login tests ","","","","Login with invalid password",""
"passed","Thu Apr 27 00:51:32 GMT 2023","Thu Apr 27 00:51:33 GMT 2023","1305","","Login tests ","","","","Login with valid credentials",""
"passed","Thu Apr 27 00:51:34 GMT 2023","Thu Apr 27 00:51:35 GMT 2023","948","","Login tests ","","","","Login with invalid user",""
