"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 14 04:57:50 GMT 2023","Fri Apr 14 04:57:56 GMT 2023","5413","","Login tests ","","","","Login with username in upper case",""
"passed","Fri Apr 14 04:57:44 GMT 2023","Fri Apr 14 04:57:44 GMT 2023","588","","Login tests ","","","","Login with empty username and valid password",""
"passed","Fri Apr 14 04:57:28 GMT 2023","Fri Apr 14 04:57:31 GMT 2023","2936","","Add Products to shopping cart ","","","","Click on the Random Add to Cart buton from inventory",""
"passed","Fri Apr 14 04:57:43 GMT 2023","Fri Apr 14 04:57:44 GMT 2023","968","","Login tests ","","","","Login with invalid password",""
"passed","Fri Apr 14 04:57:40 GMT 2023","Fri Apr 14 04:57:42 GMT 2023","1168","","Login tests ","","","","Login with invalid username and password",""
"passed","Fri Apr 14 04:57:44 GMT 2023","Fri Apr 14 04:57:44 GMT 2023","254","","Login tests ","","","","Login with empty username and password fields",""
"passed","Fri Apr 14 04:57:44 GMT 2023","Fri Apr 14 04:57:45 GMT 2023","573","","Login tests ","","","","Login with valid username and empty password",""
"passed","Fri Apr 14 04:57:39 GMT 2023","Fri Apr 14 04:57:40 GMT 2023","1366","","Login tests ","","","","Login with valid credentials",""
"passed","Fri Apr 14 04:57:42 GMT 2023","Fri Apr 14 04:57:43 GMT 2023","1008","","Login tests ","","","","Login with invalid user",""
"passed","Fri Apr 14 04:58:04 GMT 2023","Fri Apr 14 04:58:05 GMT 2023","586","","Mercado Libre Departments","","","","should contain departments",""
"passed","Fri Apr 14 04:57:31 GMT 2023","Fri Apr 14 04:57:33 GMT 2023","1752","","Add Products to shopping cart ","","","","Click on the Remove Button from Cart Page",""
